Unnamed: 0.2,A_ID,B_ID,preA_ID,preB_ID,symbol,Protein_A,Protein_B,model_1_multimer_score(iptm+ptm),model_1_multimer_score(iptm),model_1_multimer_score(ptm),A template,B template,symbol_r
573,P02545,P01106,LMNA,MYC,P01106__P02545,P01106,P02545,0.12999999952316285,0.10999999940395355,0.21,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['7d9n_A', '6jlb_C', '6jlb_B', '6snz_A', '6snz_B', '6uui_X', '4zry_A', '6uui_C', '7crg_C', '1ufg_A', '7dtg_E', '3tnu_B', '3jt0_A', '2kpw_A', '3umn_A', '2lll_A', '3tnu_A', '6ghd_B', '1ifr_A', '6rpr_B']",P02545__P01106
574,P13010,P16220,XRCC5,CREB1,P16220__P13010,P16220,P13010,0.21599999618530275,0.12999999523162842,0.56,"['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']","['6zhe_C', '7sgl_C', '1jey_B', '6erf_D', '5y3r_B', '5y58_F', '5y58_B', '1jey_A', '1jeq_A', '6erh_C', '6erf_E', '5y3r_A', '5y58_E', '5y58_A', '6zh6_B', '7k17_C', '6tyw_A', '6tyu_A', '1rw2_A', '1q2z_A']",P13010__P16220
575,O15143,P18847,ARPC1B,ATF3,P18847__O15143,P18847,O15143,0.23199999618530276,0.12999999523162842,0.64,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['7aqk_c', '1k8k_C', '4jd2_C', '6yw7_C', '5mzh_B', '3dwl_C', '5nnz_A', '5nnz_B', '3dwl_H', '3fm0_A', '4wjs_A', '2ymu_B', '2ymu_B', '2ymu_B', '5nnz_A', '5nnz_B', '5mzh_B', '7egb_E', '7egb_E', '5mzh_B']",O15143__P18847
576,P41250,P40763,GARS1,STAT3,P40763__P41250,P40763,P41250,0.21600000476837158,0.15000000596046448,0.48,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['4qei_A', '2zt5_A', '5e6m_B', '5z5e_B', '1b76_A', '5z5e_A', '1ati_A', '1g5h_A', '1g5i_D', '3ikm_C', '2j3l_B', '2j3m_A', '5znj_A', '7l3o_B', '4hwt_B', '2i4l_C', '2i4n_B', '4p3n_C', '4ttv_B', '5ucm_B']",P41250__P40763
577,Q86UB9,P18846,TMEM135,ATF1,P18846__Q86UB9,P18846,Q86UB9,0.19200000119209293,0.10000000149011612,0.56,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']",[],Q86UB9__P18846
578,Q9UPN3,Q9Y2D1,MACF1,ATF5,Q9UPN3__Q9Y2D1,Q9UPN3,Q9Y2D1,error,error,error,error,error,Q9Y2D1__Q9UPN3
579,Q6IAN0,P15336,DHRS7B,ATF2,P15336__Q6IAN0,P15336,Q6IAN0,0.1960000004768372,0.14000000059604645,0.42,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['7djs_D', '4ni5_A', '4ni5_B', '4nbu_B', '4nbu_C', '3rsh_B', '2uvd_D', '3emk_A', '3enn_B', '2p68_A', '2pnf_A', '1vl8_B', '1vl8_A', '4weo_C', '4weo_D', '4jro_C', '4jro_D', '3ftp_A', '3ftp_C', '4rzh_B']",Q6IAN0__P15336
580,P04439,P40763,HLA-A,STAT3,P04439__P40763,P04439,P40763,0.2039999978542328,0.11999999731779099,0.54,"['6eny_F', '6at5_A', '1s7q_A', '1s7v_D', '7jyv_A', '1k5n_A', '7mja_A', '7lfj_D', '1lk2_A', '6gh1_E', '7lfm_D', '3nfn_A', '7edo_A', '1nez_A', '6m2k_A', '6kyu_A', '7cpo_A', '6mp0_A', '2qrs_A', '2qrt_A']","['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']",P40763__P04439
581,P31689,P15336,DNAJA1,ATF2,P15336__P31689,P15336,P31689,0.18200000047683718,0.14000000059604645,0.35,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['7jtk_y', '6jzb_A', '6psi_A', '4j80_B', '1nlt_A', '3agz_A', '2q2g_A', '3agy_B', '7jtk_Y', '3lz8_A', '3lz8_B', '1c3g_A', '1xao_B', '6psi_A', '4j80_B', '6u3s_A', '3agz_A', '6psi_A', '4j7z_D', '2q2g_A']",P31689__P15336
582,P08238,P01106,HSP90AB1,MYC,P01106__P08238,P01106,P08238,0.22400000047683719,0.14000000059604645,0.56,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['5fwk_A', '7krj_B', '2cg9_B', '2iop_A', '2iop_C', '5uls_A', '6xg6_B', '4iyn_B', '6d14_B', '2o1u_B', '4ipe_A', '2ioq_A', '1y4s_A', '4ivg_A', '2o1w_B', '1y4u_B', '2cge_B', '2o1w_E', '3hjc_A', '3q6m_B']",P08238__P01106
583,Q9NQC3,P49715,RTN4,CEBPA,P49715__Q9NQC3,P49715,Q9NQC3,0.17599999713897707,0.1599999964237213,0.24,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['2ko2_A', '2g31_A', '2ko2_A']",Q9NQC3__P49715
584,Q10567,P01100,AP1B1,FOS,P01100__Q10567,P01100,Q10567,0.19999999618530273,0.12999999523162842,0.48,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['5nzr_B', '5a1u_G', '6yaf_B', '6qh5_B', '4p6z_B', '6cri_J', '7p3x_B', '7p3z_B', '4p6z_G', '6owt_A', '6cri_R', '6qh7_A', '2jkr_A', '6qh5_A', '7p3x_A', '2jkr_A', '6qh5_B', '6qh7_A', '7p3x_B', '7p3z_B']",Q10567__P01100
585,P26368,P18847,U2AF2,ATF3,P18847__P26368,P18847,P26368,0.15999999952316285,0.10999999940395355,0.36,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['6r5k_H', '6r5k_H', '6tr0_A', '6xlw_A', '6xlv_A', '6n7p_F', '7dvq_4', '3vaj_A', '4tu8_A', '2g4b_A', '7dvq_4', '5mmj_v', '5mmm_v', '6y53_o', '6r5k_H', '5mmj_v', '5mmm_v', '6r5k_H', '6y53_o', '5x8r_v']",P26368__P18847
586,P52907,P49715,CAPZA1,CEBPA,P49715__P52907,P49715,P52907,0.22600000143051147,0.17000000178813934,0.45,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['7ds6_A', '5afu_K', '7ds2_A', '4akr_C', '4akr_A', '7a0h_A', '7a0h_A', '5afu_K', '4akr_A', '4akr_C']",P52907__P49715
587,Q8WVI0,P15336,SMIM4,ATF2,P15336__Q8WVI0,P15336,Q8WVI0,0.1359999978542328,0.11999999731779099,0.2,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']",[],Q8WVI0__P15336
588,P42765,P16220,ACAA2,CREB1,P16220__P42765,P16220,P42765,0.20399999952316283,0.10999999940395355,0.58,"['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']","['4c2k_D', '4c2j_C', '4w61_B', '4nzs_B', '3ss6_A', '3ss6_B', '1ou6_A', '2vu1_B', '4dd5_A', '4o9c_F', '1qfl_A', '4o9a_B', '1ulq_D', '6bn2_A', '5f0v_C', '4n45_B', '4xl3_B', '4xl4_A', '4e1l_A', '4e1l_B']",P42765__P16220
589,Q15365,P18847,PCBP1,ATF3,Q15365__P18847,Q15365,P18847,0.16399999952316285,0.10999999940395355,0.38,"['2jzx_A', '2n8l_A', '2anr_A', '6qey_A', '6rol_A', '6rol_B', '6gqe_A', '2ann_A', '2anr_A', '6qey_A', '2ann_A', '6rol_A', '6rol_B', '2jvz_A', '2n8l_A', '6gqe_A', '2jzx_A', '2jvz_A', '1j4w_A', '1j4w_A']","['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']",P18847__Q15365
590,P24821,P15336,TNC,ATF2,P24821__P15336,P24821,P15336,error,error,error,error,error,P15336__P24821
591,Q16629,P49716,SRSF7,CEBPD,P49716__Q16629,P49716,Q16629,0.22999999904632568,0.2199999988079071,0.27,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']","['2i2y_A', '6hpj_B', '2kn4_A', '1x4a_A', '2jrs_A', '2dnz_A', '2hvz_A', '2kxn_B', '6q0v_D', '6q0w_D', '7abg_A6', '2mks_A', '2fy1_A', '2dnm_A', '5tbx_B', '2rra_A', '4c7q_A', '6ud7_C', '2leb_A', '2i2y_A']",Q16629__P49716
592,Q99988,Q07869,PDF,PPARA,Q99988__Q07869,Q99988,Q07869,0.17999999785423282,0.11999999731779099,0.42,"['3rjr_C', '5ntu_A', '5ffo_D', '5hly_A', '5vqf_B', '5ntu_B', '1m4u_L', '6z3j_A', '1lxi_A', '6z3m_N', '2r53_A', '2r53_B', '4n1d_A', '2qcq_A', '2qcq_B', '6sf1_B', '6sf3_B', '6omn_G', '1reu_A', '2h62_B']","['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '3noa_A', '5u3q_A', '6fzf_B', '6ms7_A', '2p54_A', '6lxa_A', '4ci5_B', '6fx0_A']",Q07869__Q99988
593,Q5D862,Q9Y2D1,FLG2,ATF5,Q5D862__Q9Y2D1,Q5D862,Q9Y2D1,error,error,error,error,error,Q9Y2D1__Q5D862
594,Q659C4,P48431,LARP1B,SOX2,P48431__Q659C4,P48431,Q659C4,0.20999999809265138,0.1899999976158142,0.29,"['6wx7_B', '1j46_A', '6t7d_K', '6wx8_D', '2le4_A', '6t90_L', '1gt0_D', '6yov_L', '6t78_B', '3u2b_C', '2gzk_A', '4euw_A', '4y60_C', '4s2q_D', '2yrq_A', '5ze0_N', '7jjk_A', '2gzk_A', '2yrq_A', '1i11_A']","['5v4r_B', '5v87_B', '2cqk_A', '2mtf_A', '7lmb_H', '2m5w_A', '1s7a_A', '1s29_A', '6i9b_A', '1zh5_B', '2vod_B', '4wkr_A', '2voo_A']",Q659C4__P48431
595,Q12906,P18846,ILF3,ATF1,P18846__Q12906,P18846,Q12906,0.22400000572204593,0.18000000715255737,0.4,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']","['4at7_B', '4at7_A', '5dv7_C', '2l3j_A', '6sdw_A', '5n8m_A', '1qu6_A', '6v5b_B', '5dv7_C', '5dv7_C', '2l3j_A', '6vff_B', '6vff_B', '6htu_C', '5n8m_A', '2l3j_A', '6sdw_A', '2l33_A', '6v5b_B', '5n8m_A']",Q12906__P18846
596,P27694,P18847,RPA1,ATF3,P18847__P27694,P18847,P27694,0.1679999978542328,0.11999999731779099,0.36,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['7lmb_D', '4gnx_C', '4gop_C', '1mje_A', '1fgu_A', '1jmc_A', '6i52_C', '1l1o_C', '1l1o_F', '3u50_C', '1iyj_D', '1miu_A', '1mje_A', '5n8a_A', '4ipd_A', '4o0a_A', '1ynx_A', '2mna_A', '1o7i_A', '1mje_A']",P27694__P18847
597,P61026,P01100,RAB10,FOS,P01100__P61026,P01100,P61026,0.22599999809265137,0.1899999976158142,0.37,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['2f9m_A', '2f9l_A', '2a5j_A', '5szi_A', '2bcg_Y', '4lhw_C', '3tkl_A', '2wwx_A', '5szh_B', '6yx5_A', '6if2_B', '6if3_B', '6o62_A', '1ukv_Y', '6ixv_F', '3cph_A', '3nkv_A', '6ekk_C', '3l0i_D', '4fme_B']",P61026__P01100
598,P12273,P10242,PIP,MYB,P12273__P10242,P12273,P10242,0.2519999957084656,0.23999999463558197,0.3,"['4acq_A', '4acq_C', '6tav_D', '7s64_C', '3es6_B', '2qki_E', '3prx_B', '3pvm_D', '6i2x_B', '6ysq_D', '2b39_B', '5i5k_B', '7ad7_A', '5hcc_A', '5hce_A', '5fo8_B', '7bag_B', '3t4a_E', '3hs0_G', '3hrz_B']","['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']",P10242__P12273
599,Q13838,P42574,DDX39B,CASP3,P42574__Q13838,P42574,Q13838,0.18600000119209292,0.10000000149011612,0.53,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['7apk_h', '7luv_M', '5suq_C', '5sup_B', '1xtk_A', '1xti_A', '6qw6_5X', '2j0s_A', '5zc9_A', '6qdv_7', '5e7i_C', '5e7j_A', '2i4i_A', '5ivl_A', '6o5f_A', '6uv1_A', '6uv2_A', '6uv3_A', '5ivl_B', '4nho_A']",Q13838__P42574
600,Q969M3,P40763,YIPF5,STAT3,Q969M3__P40763,Q969M3,P40763,0.24399999713897705,0.1599999964237213,0.58,[],"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '7myo_B']",P40763__Q969M3
601,P06396,P18847,GSN,ATF3,P18847__P06396,P18847,P06396,0.23399999952316283,0.10999999940395355,0.73,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['1d0n_A', '6jeg_A', '1d0n_A', '6jeg_A', '3ffk_A', '1rgi_G', '5a1k_A', '5a1k_B', '1j72_A', '1jhw_A', '2fh1_A', '1h1v_G', '1d0n_A', '6jeg_A', '1d0n_A', '3ffk_A', '3fg6_A', '3fg6_H', '6jeg_A', '2fh1_A']",P06396__P18847
602,P00558,P01106,PGK1,MYC,P00558__P01106,P00558,P01106,0.2200000047683716,0.15000000596046448,0.5,"['5m6z_A', '6y3a_A', '2wzb_A', '1qpg_A', '3oza_C', '1vpe_A', '1php_A', '3q3v_A', '16pk_A', '3uwd_A', '4dg5_A', '3zlb_A', '3q3v_B', '1v6s_A', '4fey_A', '4ng4_B', '4ehj_B', '4ng4_A', '6i06_A', '1fw8_A']","['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']",P01106__P00558
603,Q96HY6,P40763,DDRGK1,STAT3,P40763__Q96HY6,P40763,Q96HY6,0.21599999618530275,0.12999999523162842,0.56,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['1wi9_A', '1wi9_A']",Q96HY6__P40763
604,P13674,P23769,P4HA1,GATA2,P13674__P23769,P13674,P23769,0.4099999961853028,0.3799999952316284,0.53,"['4bt9_B', '4bt9_A', '4btb_A', '5v7y_A', '5v7y_B', '3itq_A', '2jig_A', '2jig_B', '5c5u_A', '5c5u_B', '5c5t_A', '2v4a_B', '6tp5_A', '6tp5_B', '3dkq_A', '6fxr_A', '2v5f_A', '1tjc_A', '6evn_A', '6evo_A']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__P13674
605,Q9BQG0,P42574,MYBBP1A,CASP3,Q9BQG0__P42574,Q9BQG0,P42574,0.2600000057220459,0.18000000715255737,0.58,"['6rxu_UT', '6rxv_UT', '6rxu_UT', '6rxv_UT', '6rxu_UT', '6rxv_UT', '7vop_S', '7vop_S']","['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__Q9BQG0
606,P19447,P42574,ERCC3,CASP3,P19447__P42574,P19447,P42574,0.2199999978542328,0.11999999731779099,0.62,"['7ena_6', '7nvv_7', '7m2u_7', '7o4j_7', '6nmi_A', '5of4_A', '5fmf_1', '6p66_C', '2fwr_A', '5tnu_B', '6p4f_C', '6p4w_C', '6jyl_K', '7clg_B', '4ern_A', '7clg_A', '6jde_A', '6jde_B', '1wp9_A', '3h1t_A']","['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__P19447
607,O43772,P01100,SLC25A20,FOS,P01100__O43772,P01100,O43772,0.2380000057220459,0.18000000715255737,0.47,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['6gci_A', '4c9h_B', '4c9g_A', '2lck_A', '1okc_A', '2c3e_A', '6gci_A', '6gci_A', '2lck_A', '2lck_A', '1okc_A', '2c3e_A', '4c9h_B', '4c9g_A', '4c9h_B', '4c9g_A', '1okc_A', '2c3e_A', '6gci_A', '1okc_A']",O43772__P01100
608,P59665,P10242,DEFA1B,MYB,P59665__P10242,P59665,P10242,0.23199999475479127,0.20999999344348907,0.32,"['3hj2_A', '6kra_A', '1zmq_C', '3qte_B', '1zmp_B', '4rbx_A', '1zmm_B', '4lb7_B', '3lvx_B', '2mxq_A', '7rc7_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P59665
609,P31040,Q07869,SDHA,PPARA,Q07869__P31040,Q07869,P31040,0.24000000476837158,0.15000000596046448,0.6,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['1yq3_A', '2h88_N', '2bs2_A', '2bs3_A', '2wdq_I', '2ws3_I', '6c12_B', '5xmj_E', '6lum_A', '6n56_A', '6lum_P', '3p4p_M', '7d6v_A', '6b58_A', '7d6x_A', '1knr_A', '5kxj_A', '2e5v_A', '1y0p_A', '1ksu_A']",P31040__Q07869
610,Q13523,P04626,PRPF4B,ERBB2,Q13523__P04626,Q13523,P04626,error,error,error,error,error,P04626__Q13523
611,P14406,P01100,COX7A2,FOS,P14406__P01100,P14406,P01100,0.15800000047683718,0.14000000059604645,0.23,"['7o3e_I', '2y69_W', '5b3s_W', '7coh_W', '5z62_J']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__P14406
612,P02461,Q07869,COL3A1,PPARA,P02461__Q07869,P02461,Q07869,0.22999999475479127,0.20999999344348907,0.31,"['6fzw_A', '6fzw_C', '6fzv_A', '5k31_A', '5k31_C', '4ae2_C', '4wmq_B', '6usc_A', '5nir_B', '5nb8_C', '1u5m_A', '3bk3_C', '3bvh_E', '3e1i_B', '1fzc_E', '1m1j_B', '3ghg_H', '7kwo_V']","['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']",Q07869__P02461
613,Q96P63,P49715,SERPINB12,CEBPA,Q96P63__P49715,Q96P63,P49715,0.20999999618530274,0.12999999523162842,0.53,"['3kcg_I', '1att_A', '6kga_C', '4ga7_A', '1ova_A', '7pmu_A', '4ga7_B', '4zk0_A', '1uhg_C', '4zk3_A', '3nda_A', '2arq_A', '2arr_A', '5hgc_A', '1yxa_A', '1yxa_B', '5cdz_A', '1hle_A', '2h4p_A', '2h4q_A']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']",P49715__Q96P63
614,O75165,P40763,DNAJC13,STAT3,O75165__P40763,O75165,P40763,error,error,error,error,error,P40763__O75165
615,Q00839,P15336,HNRNPU,ATF2,P15336__Q00839,P15336,Q00839,error,error,error,error,error,Q00839__P15336
616,Q8NE86,P40763,MCU,STAT3,Q8NE86__P40763,Q8NE86,P40763,0.2300000047683716,0.15000000596046448,0.55,"['6o5b_L', '6wdo_I', '6wdo_A', '6c5w_A', '6xqn_A', '6wdn_E', '6wdn_I', '6d80_A', '6c5w_B', '6dt0_C', '6dnf_C', '6xqn_B', '6x4s_C', '5id3_A', '4xtb_A', '4xsj_A', '6o5b_A', '6kvx_A']","['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '7myo_B']",P40763__Q8NE86
617,O60832,P04626,DKC1,ERBB2,P04626__O60832,P04626,O60832,0.3919999961853028,0.3799999952316284,0.44,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '5my6_A', '1m6b_B', '3wsq_A', '2a91_A', '3p11_A']","['7bgb_C', '7bgb_G', '3uai_A', '3u28_A', '3hax_A', '2rfk_A', '2apo_A', '2aus_C', '1k8w_A', '1ze1_C', '1r3e_A', '2ab4_A', '1r3f_A', '1sgv_B', '3zv0_D', '3d79_A', '1iq8_B', '5zvd_A', '5zve_B', '5zvh_B']",O60832__P04626
